         250       31125
 i,   j,   euc(i,j),   man(i,j)
   133   235  5785.243  8179.000
   133   236  5805.531  7939.000
   133   237  5669.613  6934.000
   133   238  1972.167  2162.000
   133   239  8493.232 11134.000
   133   240  5973.998  8338.000
   133   241  5432.505  7674.000
   133   242  4816.418  6659.000
   133   243  4886.351  6833.000
   133   244  6144.569  7736.000
   133   245  4053.183  5316.000
   133   246  4548.398  6317.000
   133   247  6392.977  8815.000
   133   248  4143.214  5709.000
   133   249  6362.087  7267.000
   133   250  5210.217  6299.000
   134   135  5139.997  7117.000
   134   136  2923.701  3509.000
   134   137   572.772   810.000
   134   138  3061.592  3959.000
   134   139  2102.749  2758.000
   134   140  6088.500  6419.000
   134   141  4610.833  5469.000
   134   142  6531.833  7196.000
   134   143  4394.371  5905.000
   134   144  5698.202  5886.000
   134   145  5344.655  5476.000
   134   146  4868.883  5754.000
   134   147   922.720  1199.000
   134   148  1210.689  1544.000
   134   149   524.024   659.000
   134   150  3795.537  3902.000
   134   151  1407.051  1419.000
   134   152  1250.540  1484.000
   134   153  1930.285  2119.000
   134   154  2979.678  3724.000
   134   155  3719.682  4179.000
   134   156  1446.022  1454.000
   134   157   405.444   483.000
   134   158  4671.178  6367.000
   134   159  3210.144  4531.000
   134   160  5454.793  6430.000
   134   161  4160.818  5883.000
   134   162  1097.725  1500.000
   134   163  1806.039  2534.000
   134   164  5040.296  5352.000
   134   165  1918.396  2453.000
   134   166  5931.241  8215.000
   134   167  1430.061  1622.000
   134   168   766.042   898.000
   134   169  3007.594  4045.000
   134   170  4417.620  6169.000
   134   171  4708.613  6579.000
   134   172  5932.786  8160.000
   134   173  1203.549  1702.000
   134   174  1579.961  2154.000
   134   175  4968.835  5944.000
   134   176  4416.022  5410.000
   134   177  7272.866  8877.000
   134   178  4963.426  6952.000
   134   179  5887.055  8147.000
   134   180  4446.431  5557.000
   134   181  5624.778  6952.000
   134   182  4630.699  6545.000
   134   183  4558.265  5927.000
   134   184  8549.887 10628.000
   134   185  8073.766  9150.000
   134   186  4646.961  5760.000
   134   187  6065.370  8178.000
   134   188  2419.192  2973.000
   134   189  4412.130  5965.000
   134   190  4329.928  5806.000
   134   191  4517.523  5991.000
   134   192  4897.263  6893.000
   134   193  4543.328  5797.000
   134   194  6241.570  8764.000
   134   195  4934.358  6331.000
   134   196  4246.760  5446.000
   134   197  7208.696  9769.000
   134   198  4723.823  5982.000
   134   199  7338.922  8946.000
   134   200  6607.783  8100.000
   134   201  6197.079  7999.000
   134   202  7600.142 10735.000
   134   203  4564.397  5559.000
   134   204  2600.816  2719.000
   134   205  4537.986  6412.000
   134   206  2105.773  2340.000
   134   207  4774.439  6108.000
   134   208  6335.684  8505.000
   134   209  6999.958  8420.000
   134   210  4583.667  6481.000
   134   211  6181.249  7672.000
   134   212  2586.887  3173.000
   134   213  2733.644  2964.000
   134   214  6360.315  8974.000
   134   215  6798.776  8896.000
   134   216  5858.992  8146.000
   134   217  5640.778  7977.000
   134   218  7459.400 10443.000
   134   219  5044.877  6912.000
   134   220  7148.760  9208.000
   134   221  6506.325  7869.000
   134   222  5884.696  7643.000
   134   223  7204.886  8983.000
   134   224  6234.165  7725.000
   134   225  6808.612  8479.000
   134   226  4417.950  5769.000
   134   227  5342.110  6489.000
   134   228  6017.605  8488.000
   134   229  5934.257  8221.000
   134   230  6146.362  7441.000
   134   231  4206.532  5752.000
   134   232  8474.008 10448.000
   134   233  6197.699  7785.000
   134   234  7592.777  9634.000
   134   235  6801.416  8415.000
   134   236  6103.649  8175.000
   134   237  5104.466  7170.000
   134   238  2772.437  3102.000
   134   239  8043.789 11370.000
   134   240  6548.950  8574.000
   134   241  6705.259  7910.000
   134   242  5445.768  6895.000
   134   243  5686.064  7069.000
   134   244  5673.342  7972.000
   134   245  4371.676  5552.000
   134   246  5304.319  6553.000
   134   247  6710.873  9051.000
   134   248  4894.387  5945.000
   134   249  5314.579  7503.000
   134   250  4679.204  6535.000
   135   136  2599.897  3608.000
   135   137  5282.322  7111.000
   135   138  2241.433  3158.000
   135   139  5888.645  8229.000
   135   140  3626.464  4940.000
   135   141  1872.043  2072.000
   135   142  4149.682  5717.000
   135   143  2563.006  3416.000
   135   144  2976.238  4025.000
   135   145  3131.506  3997.000
   135   146  3833.918  4275.000
   135   147  5719.227  7632.000
   135   148  4509.454  6377.000
   135   149  4637.099  6458.000
   135   150  2970.075  3431.000
   135   151  4046.287  5722.000
   135   152  4352.244  6155.000
   135   153  4196.427  4998.000
   135   154  2424.407  3393.000
   135   155  3903.724  4674.000
   135   156  4015.698  5679.000
   135   157  4763.342  6634.000
   135   158   566.579   750.000
   135   159  2212.695  2586.000
   135   160  2026.951  2783.000
   135   161  1296.436  1356.000
   135   162  5315.342  7517.000
   135   163  3342.691  4583.000
   135   164  3225.167  3873.000
   135   165  3788.927  4664.000
   135   166   791.284  1098.000
   135   167  4179.517  5909.000
   135   168  4622.266  6511.000
   135   169  2936.292  3072.000
   135   170   755.238   948.000
   135   171   495.956   538.000
   135   172   809.808  1043.000
   135   173  5023.641  7101.000
   135   174  4637.087  6523.000
   135   175  3955.148  4465.000
   135   176  3468.764  4599.000
   135   177  5404.835  7398.000
   135   178  5819.765  6147.000
   135   179  6068.106  6668.000
   135   180  4126.279  4174.000
   135   181  4501.263  5473.000
   135   182  6306.344  7340.000
   135   183  4515.497  4582.000
   135   184  6539.473  9149.000
   135   185  5428.011  7671.000
   135   186  4120.265  4281.000
   135   187  5717.886  6699.000
   135   188  3978.179  5424.000
   135   189  4902.346  5286.000
   135   190  4767.713  5171.000
   135   191  4708.957  4898.000
   135   192  6708.036  7790.000
   135   193  4332.022  4346.000
   135   194  6702.815  7285.000
   135   195  4529.405  4852.000
   135   196  4287.150  4585.000
   135   197  6571.944  8290.000
   135   198  4326.746  4503.000
   135   199  5440.456  7467.000
   135   200  4993.721  6621.000
   135   201  5244.697  6520.000
   135   202  8031.893  9256.000
   135   203  3959.880  4080.000
   135   204  3396.115  4640.000
   135   205  6281.013  7387.000
   135   206  3387.587  4777.000
   135   207  4438.286  4629.000
   135   208  5823.980  7026.000
   135   209  5090.648  6941.000
   135   210  6225.935  7246.000
   135   211  4843.582  6193.000
   135   212  2799.294  3944.000
   135   213  3441.544  4635.000
   135   214  7017.480  7495.000
   135   215  5789.898  7417.000
   135   216  6157.113  6667.000
   135   217  6848.544  7182.000
   135   218  7482.736  8964.000
   135   219  5391.164  5433.000
   135   220  5848.021  7729.000
   135   221  4813.793  6390.000
   135   222  5129.224  6164.000
   135   223  5551.436  7504.000
   135   224  4859.935  6246.000
   135   225  5268.915  7000.000
   135   226  4509.081  4718.000
   135   227  4221.943  5010.000
   135   228  6760.735  7009.000
   135   229  6121.252  6742.000
   135   230  4606.019  5962.000
   135   231  4980.328  5599.000
   135   232  6403.045  8969.000
   135   233  4965.568  6306.000
   135   234  6006.024  8155.000
   135   235  5203.357  6936.000
   135   236  5644.649  6696.000
   135   237  5992.217  6279.000
   135   238  2912.455  4015.000
   135   239  8471.008  9891.000
   135   240  5630.597  7095.000
   135   241  4739.121  6431.000
   135   242  4632.475  5416.000
   135   243  4584.362  5590.000
   135   244  6353.565  6493.000
   135   245  4238.097  4397.000
   135   246  4345.034  5074.000
   135   247  6144.096  7572.000
   135   248  4043.782  4466.000
   135   249  6834.177  7558.000
   135   250  5589.316  6076.000
   136   137  3259.833  3503.000
   136   138   442.072   450.000
   136   139  3292.391  4621.000
   136   140  3382.508  4232.000
   136   141  1688.505  1960.000
   136   142  3892.439  5009.000
   136   143  3372.550  4124.000
   136   144  2885.534  3317.000
   136   145  2618.293  3289.000
   136   146  2529.626  3567.000
   136   147  3718.708  4024.000
   136   148  2010.076  2769.000
   136   149  2401.833  2850.000
   136   150  1219.130  1715.000
   136   151  1590.412  2114.000
   136   152  1868.344  2547.000
   136   153  2932.965  3908.000
   136   154   215.000   215.000
   136   155  3835.024  5382.000
   136   156  1553.437  2071.000
   136   157  2518.289  3026.000
   136   158  2043.238  2858.000
   136   159  1890.157  2470.000
   136   160  2533.561  2921.000
   136   161  2224.407  2374.000
   136   162  2806.443  3909.000
   136   163  1489.348  1867.000
   136   164  2393.201  3165.000
   136   165  2481.013  3346.000
   136   166  3345.781  4706.000
   136   167  1675.384  2301.000
   136   168  2245.989  2903.000
   136   169  2505.125  3502.000
   136   170  2063.444  2660.000
   136   171  2320.115  3070.000
   136   172  3292.949  4651.000
   136   173  2493.619  3493.000
   136   174  2061.348  2915.000
   136   175  2661.970  3757.000
   136   176  3986.104  5307.000
   136   177  4878.458  6690.000
   136   178  3817.836  4765.000
   136   179  4401.138  5960.000
   136   180  2416.325  3370.000
   136   181  3378.807  4765.000
   136   182  4057.092  4358.000
   136   183  2732.789  3740.000
   136   184  6178.371  8441.000
   136   185  5454.925  6963.000
   136   186  2538.243  3573.000
   136   187  4286.042  5991.000
   136   188  1399.223  1816.000
   136   189  2923.095  3778.000
   136   190  2787.484  3619.000
   136   191  2840.292  3804.000
   136   192  4451.716  4706.000
   136   193  2605.450  3610.000
   136   194  4964.563  6577.000
   136   195  2958.227  4144.000
   136   196  2405.786  3259.000
   136   197  5377.711  7582.000
   136   198  2710.005  3795.000
   136   199  4937.463  6759.000
   136   200  4259.599  5913.000
   136   201  4110.020  5812.000
   136   202  6400.190  8548.000
   136   203  2389.808  3372.000
   136   204   820.990  1032.000
   136   205  4008.208  4225.000
   136   206   861.854  1169.000
   136   207  2808.238  3921.000
   136   208  4494.064  6318.000
   136   209  4567.828  6233.000
   136   210  3979.540  4294.000
   136   211  3908.260  5485.000
   136   212   351.320   366.000
   136   213   910.620  1027.000
   136   214  5218.044  6787.000
   136   215  4744.998  6709.000
   136   216  4443.069  5959.000
   136   217  4811.319  5790.000
   136   218  6009.401  8256.000
   136   219  3560.667  4725.000
   136   220  4986.816  7021.000
   136   221  4115.381  5682.000
   136   222  3860.997  5456.000
   136   223  4892.628  6796.000
   136   224  3950.762  5538.000
   136   225  4511.107  6292.000
   136   226  2651.681  3582.000
   136   227  3052.606  4302.000
   136   228  4903.245  6301.000
   136   229  4456.952  6034.000
   136   230  3779.734  5254.000
   136   231  2887.326  3565.000
   136   232  6075.296  8261.000
   136   233  3975.294  5598.000
   136   234  5337.513  7447.000
   136   235  4478.308  6228.000
   136   236  4266.192  5988.000
   136   237  3997.782  4983.000
   136   238   324.168   407.000
   136   239  6864.994  9183.000
   136   240  4516.294  6387.000
   136   241  4225.788  5723.000
   136   242  3329.516  4708.000
   136   243  3459.689  4882.000
   136   244  4485.634  5785.000
   136   245  2443.946  3365.000
   136   246  3088.861  4366.000
   136   247  4875.562  6864.000
   136   248  2657.429  3758.000
   136   249  4683.074  5316.000
   136   250  3535.260  4348.000
   137   138  3331.304  3953.000
   137   139  2643.913  3568.000
   137   140  6524.022  7229.000
   137   141  4942.808  5463.000
   137   142  6984.763  8006.000
   137   143  4246.665  5899.000
   137   144  6100.860  6314.000
   137   145  5770.417  6286.000
   137   146  5354.637  6564.000
   137   147   459.762   521.000
   137   148  1743.570  2354.000
   137   149   934.508  1149.000
   137   150  4227.608  4712.000
   137   151  1857.116  2229.000
   137   152  1757.323  2294.000
   137   153  1627.066  2113.000
   137   154  3283.523  3718.000
   137   155  3398.688  4173.000
   137   156  1894.244  2264.000
   137   157   860.142  1119.000
   137   158  4851.410  6361.000
   137   159  3221.285  4525.000
   137   160  5787.614  6424.000
   137   161  4207.708  5877.000
   137   162  1658.453  2310.000
   137   163  1958.020  2528.000
   137   164  5480.833  6162.000
